record_id,country,state_emirate,city_tier,economic_zone,industry,company_size,job_category,job_title,job_level,age_group,gender,education_level,years_of_experience,employment_type,remote_work_percentage,automation_risk_score,ai_augmentation_potential,ai_exposure_index,task_automation_percentage,ai_collaboration_score,company_ai_adoption_level,ai_tool_usage_frequency,generative_ai_usage,ai_implementation_year,job_transformation_stage,primary_skill_type,technical_skill_score,soft_skill_score,digital_literacy_score,ai_literacy_score,skill_gap_index,reskilling_urgency_score,annual_training_hours,employer_training_investment_usd,certifications_held,annual_salary_usd,salary_growth_rate_yoy,job_security_index,job_displacement_probability,career_growth_potential,new_role_emergence_score,productivity_index,productivity_change_with_ai,labor_market_demand_index,wage_premium_for_ai_skills,observation_year,demand_forecast_2025,demand_forecast_2030,estimated_years_to_significant_automation,workforce_transition_timeline,projected_salary_2030_usd,ai_anxiety_level,ai_optimism_level,reskilling_willingness,technology_acceptance_score,job_satisfaction_score,work_life_balance_score,ai_benefit_perception,career_pivot_consideration,company_ai_investment_millions,department,team_size,ai_tools_available_count,organizational_ai_culture_score
3174,India,Karnataka,Tier 1,Tech Hub,Manufacturing,Small,Administrative & Support,Office Coordinator,Junior,35-44,Male,Master,11,Full-time,46,82.5,60.2,76.5,69.6,39.2,49.6,Weekly,False,2020,Scaling,Interpersonal,57.3,65.5,70.4,52.9,55.4,58.3,37,0.0,2,20302,-0.2,37.8,60.6,93.2,69.4,119.5,63.6,58.4,18.7,2029,Declining,Declining,10,Stable,25188,4,3,5,96.9,72.4,65.8,Neutral,True,2.03,Legal,8,8,66.1
3175,UAE,Abu Dhabi,Major,Administrative,Energy & Utilities,Medium,Sales & Marketing,Sales Director,Mid,45-54,Male,Bachelor,33,Full-time,73,22.1,100.0,93.7,25.3,80.7,63.2,Daily,True,2020,Optimized,Interpersonal,83.4,100.0,99.7,68.4,8.0,12.5,66,5722.6,7,125436,9.4,86.7,8.6,87.6,77.4,114.0,56.9,96.2,35.2,2022,Growing,Growing,12,Immediate,115766,5,4,3,97.0,95.6,98.6,Neutral,False,43.88,Data Science,33,14,71.6
3176,India,Maharashtra,Tier 1,Financial Center,Transportation & Logistics,Medium,Finance & Accounting,Auditor,Senior,35-44,Male,Associate,19,Full-time,37,58.3,90.7,91.7,44.0,71.8,73.7,Never,True,2021,Scaling,Analytical,75.7,70.8,91.0,49.0,18.2,31.4,39,3417.75,6,41673,0.5,57.4,26.5,73.6,61.4,124.1,44.8,50.3,18.1,2027,Growing,Stable,9,Short-term (1-2yr),52983,5,4,4,87.2,76.7,100.0,Positive,False,18.88,Finance,39,10,73.9
3177,India,Bihar,Tier 3,Mixed,Healthcare,Medium,Engineering & Technical,Network Engineer,Mid,45-54,Male,Associate,25,Full-time,2,25.7,80.1,67.8,20.5,66.8,73.5,Hourly,True,2022,AI-Native,Technical,86.1,68.5,80.9,73.4,4.3,6.3,46,3492.18,5,22211,9.9,82.8,11.2,78.0,59.8,150.0,28.4,81.1,26.1,2022,Growing,Growing,15,Long-term (5-10yr),25688,3,3,4,91.4,99.1,38.5,Neutral,False,45.13,Human Resources,29,8,77.1
3178,India,Kerala,Tier 2,Mixed,Professional Services,Medium,Finance & Accounting,Controller,Senior,18-24,Female,Master,0,Full-time,22,35.0,100.0,88.9,26.8,64.8,67.0,Monthly,True,2019,Optimized,Analytical,89.2,65.9,92.3,90.3,5.8,28.0,83,2453.89,0,36448,9.4,62.7,30.5,100.0,77.2,128.8,56.7,82.0,35.6,2027,Stable,Growing,11,Stable,51842,4,3,4,100.0,98.6,37.6,Negative,False,32.68,Customer Support,54,10,91.9
3179,India,Delhi NCT,Metro,Administrative,Finance & Banking,Small,Customer Service,Technical Support Specialist,Executive,25-34,Male,Bachelor,25,Part-time,8,65.5,95.5,66.2,48.2,72.3,38.8,Rarely,False,2020,Early Adoption,Managerial,100.0,100.0,100.0,100.0,7.4,14.6,29,1276.32,6,250000,2.5,37.8,43.3,100.0,57.4,138.0,27.8,69.7,43.9,2020,Stable,Stable,9,Medium-term (3-5yr),290882,4,2,3,100.0,80.3,40.7,Very Negative,False,1.1,Design,4,2,45.4
3180,UAE,Abu Dhabi,Major,Administrative,Finance & Banking,Enterprise,Creative & Design,Copywriter,Mid,25-34,Female,Bachelor,8,Full-time,7,55.1,85.5,98.0,53.4,59.9,100.0,Weekly,True,2015,Pre-AI,Creative,68.4,46.0,66.6,51.3,52.2,50.0,90,25000.0,2,111941,6.0,39.0,32.8,73.5,65.8,122.7,55.4,84.8,25.3,2025,Growing,Stable,14,Long-term (5-10yr),133055,2,3,4,100.0,67.2,24.4,Neutral,False,5000.0,Research,55,11,86.9
3181,UAE,Dubai,Major,Financial Center,Finance & Banking,Medium,Engineering & Technical,Cloud Architect,Senior,35-44,Male,Bachelor,19,Full-time,61,20.8,100.0,89.4,10.4,90.2,96.2,Weekly,True,2021,Early Adoption,Technical,100.0,91.2,99.2,91.9,0.8,14.8,103,8902.89,5,161183,5.0,67.9,20.9,100.0,75.3,123.0,46.1,85.5,37.8,2021,Growing,High Growth,15,Immediate,183358,3,3,4,95.2,86.5,46.1,Positive,False,73.36,Human Resources,28,12,97.5
3182,India,Gujarat,Tier 1,Industrial,Professional Services,Small,Operations & Logistics,Inventory Analyst,Entry,25-34,Male,Master,4,Full-time,49,75.9,99.6,52.3,44.8,100.0,33.7,Weekly,False,2021,Scaling,Manual,60.4,30.9,75.8,40.7,55.1,51.0,0,2269.59,0,13449,8.0,61.9,57.2,86.7,56.2,126.2,55.3,73.5,7.6,2022,Stable,Stable,4,Short-term (1-2yr),14194,4,3,5,92.4,43.3,55.8,Very Negative,False,0.59,Research,21,11,53.3
3183,India,Uttar Pradesh,Tier 2,Mixed,Energy & Utilities,Medium,Administrative & Support,Executive Assistant,Senior,18-24,Male,Associate,5,Full-time,30,73.1,79.1,63.2,43.6,78.9,64.3,Weekly,False,2025,Optimized,Interpersonal,64.7,62.6,85.5,40.0,30.7,26.6,42,2532.13,1,37458,15.5,54.1,55.3,100.0,49.8,124.8,33.6,100.0,24.4,2025,Stable,Stable,8,Short-term (1-2yr),42104,4,4,5,93.8,59.5,74.8,Negative,False,29.45,Marketing,25,8,66.1
3184,India,Gujarat,Tier 1,Industrial,Transportation & Logistics,Small,Engineering & Technical,Systems Administrator,Senior,18-24,Male,Bachelor,6,Full-time,57,50.4,100.0,60.7,39.8,88.2,38.1,Never,False,2017,Optimized,Technical,97.2,74.4,100.0,49.1,13.4,26.8,46,841.35,1,34838,8.8,62.2,38.9,80.0,64.0,108.2,44.6,65.3,15.1,2024,Stable,Growing,11,Long-term (5-10yr),44831,3,2,4,99.2,72.6,85.6,Negative,True,2.65,Legal,23,7,68.6
3185,India,Andhra Pradesh,Tier 2,Tech Hub,Healthcare,Startup,Engineering & Technical,Cloud Architect,Mid,45-54,Male,Master,20,Full-time,21,11.8,85.8,91.2,9.2,68.8,42.4,Rarely,False,2022,Optimized,Technical,100.0,72.0,91.0,79.4,19.0,14.6,74,1339.52,5,30565,10.0,68.2,6.4,80.7,59.0,118.7,52.6,82.1,17.1,2026,High Growth,Declining,15,Medium-term (3-5yr),36053,4,3,4,96.1,61.0,35.5,Neutral,False,0.39,Administration,8,4,56.3
3186,India,Maharashtra,Tier 1,Financial Center,Technology,Startup,Operations & Logistics,Logistics Coordinator,Senior,25-34,Male,Master,5,Full-time,16,75.6,81.6,69.8,62.2,69.7,72.8,Hourly,True,2024,Optimized,Manual,71.2,85.8,100.0,49.1,39.6,56.6,27,0.0,1,62486,7.0,40.9,64.1,67.5,90.5,79.8,20.2,71.6,21.1,2025,Declining,Stable,4,Short-term (1-2yr),93949,3,3,5,87.0,67.3,33.1,Positive,False,1.08,Marketing,8,11,70.2
3187,India,Karnataka,Tier 1,Tech Hub,Technology,Large,Engineering & Technical,QA Engineer,Senior,45-54,Male,Bachelor,27,Full-time,38,50.3,99.9,72.7,41.3,88.8,87.3,Rarely,True,2021,Early Adoption,Technical,99.5,71.6,100.0,61.6,8.7,6.0,98,6195.21,7,60886,8.7,58.2,36.9,91.0,78.1,129.4,65.0,96.1,22.4,2021,Stable,Stable,11,Medium-term (3-5yr),60402,4,4,4,88.8,90.7,20.1,Negative,True,636.49,Marketing,110,11,81.4
3188,UAE,Dubai,Major,Financial Center,Transportation & Logistics,Large,Research & Development,Patent Analyst,Mid,25-34,Female,Bachelor,2,Full-time,61,63.1,81.1,76.8,57.4,93.5,98.5,Weekly,True,2025,AI-Native,Technical,51.0,63.0,32.8,50.8,53.7,44.3,105,19273.04,0,60777,1.8,52.3,37.7,86.1,46.3,110.4,27.2,71.0,22.8,2028,Growing,Stable,9,Long-term (5-10yr),89549,5,4,2,72.4,50.7,55.2,Positive,False,451.28,Human Resources,70,14,91.6
3189,India,Maharashtra,Tier 1,Financial Center,Technology,Small,Human Resources,Training Specialist,Junior,35-44,Male,Bachelor,11,Gig,43,34.3,100.0,96.6,36.1,88.3,54.8,Daily,True,2023,Early Adoption,Interpersonal,43.8,55.1,57.8,53.7,46.0,39.8,56,588.22,2,20861,9.3,68.5,23.3,100.0,76.1,106.6,50.4,67.9,14.3,2023,Stable,Growing,12,Long-term (5-10yr),20167,4,3,4,85.0,45.8,65.4,Positive,False,1.15,Human Resources,18,7,83.7
3190,UAE,Abu Dhabi,Major,Administrative,Professional Services,Medium,Creative & Design,Copywriter,Entry,18-24,Male,Bachelor,0,Full-time,70,52.4,100.0,82.6,54.3,79.8,59.3,Daily,True,2026,Optimized,Creative,48.6,55.9,60.8,15.0,69.2,54.3,55,5748.13,0,42047,9.0,52.1,37.7,85.0,79.1,116.4,48.5,100.0,1.5,2026,Declining,Stable,5,Short-term (1-2yr),46885,2,4,3,96.9,65.3,92.1,Very Negative,False,75.7,Design,40,5,70.4
3191,UAE,Dubai,Major,Financial Center,Energy & Utilities,Small,Human Resources,Compensation Analyst,Lead,45-54,Male,Master,31,Full-time,34,67.7,61.7,64.3,67.1,55.8,57.7,Daily,False,2020,Optimized,Interpersonal,100.0,100.0,100.0,74.5,0.0,24.3,56,2133.7,8,188075,8.5,40.9,47.4,84.8,54.2,149.4,31.2,57.6,34.3,2020,High Growth,Declining,14,Medium-term (3-5yr),183450,4,3,4,88.5,71.8,73.5,Positive,True,7.42,Human Resources,8,9,54.8
3192,India,Delhi NCT,Metro,Administrative,Energy & Utilities,Large,Creative & Design,Motion Designer,Executive,35-44,Male,Bachelor,28,Full-time,24,34.1,100.0,83.5,32.6,79.0,79.5,Weekly,False,2026,Scaling,Managerial,100.0,100.0,100.0,63.5,6.4,8.6,26,6865.14,5,240504,7.8,77.5,9.7,92.0,53.6,135.7,41.8,94.9,18.3,2026,Growing,Growing,14,Long-term (5-10yr),269451,3,3,4,100.0,55.2,52.4,Positive,False,412.72,Finance,87,12,79.7
3193,UAE,Dubai,Major,Financial Center,Energy & Utilities,Large,Creative & Design,UX Designer,Entry,35-44,Male,Bachelor,17,Contract,38,27.4,100.0,100.0,26.7,85.2,100.0,Weekly,True,2019,Optimized,Creative,39.1,44.4,77.6,48.3,35.4,24.9,32,19087.32,3,65411,12.1,65.9,18.8,70.9,64.9,117.7,59.5,69.8,25.2,2030,Growing,Growing,14,Medium-term (3-5yr),89605,3,3,4,91.4,94.3,57.0,Positive,False,1027.59,Data Science,83,8,85.2
3194,UAE,Sharjah,Secondary,Industrial,Healthcare,Small,Operations & Logistics,Inventory Analyst,Senior,35-44,Male,Bachelor,19,Freelance,28,69.7,68.5,70.4,39.7,57.5,47.6,Rarely,True,2023,AI-Native,Manual,87.1,89.5,89.8,77.8,34.7,56.3,58,3047.26,3,106983,15.4,62.9,42.2,98.8,40.1,112.7,40.1,72.7,35.9,2023,Stable,Growing,10,Short-term (1-2yr),140062,5,4,5,82.3,82.5,49.6,Neutral,False,4.51,Finance,24,7,49.9
3195,UAE,Abu Dhabi,Major,Administrative,Energy & Utilities,Small,Sales & Marketing,Sales Representative,Entry,25-34,Female,Master,2,Freelance,35,41.0,100.0,60.6,38.3,90.8,46.2,Rarely,True,2023,AI-Native,Interpersonal,37.2,70.6,77.3,86.4,33.1,44.2,94,1432.85,0,43360,8.2,80.1,24.1,88.1,72.8,121.3,51.4,53.9,33.0,2023,Declining,Declining,11,Medium-term (3-5yr),58025,2,3,3,100.0,94.8,23.4,Positive,True,4.12,Customer Support,16,10,71.7
3196,India,Delhi NCT,Metro,Administrative,Retail & E-commerce,Medium,Creative & Design,Art Director,Mid,25-34,Female,High School,6,Contract,36,25.2,100.0,76.5,25.0,100.0,56.6,Daily,False,2017,Scaling,Creative,55.4,48.6,52.9,35.8,51.6,30.6,100,1885.89,1,22165,14.5,56.8,35.2,100.0,90.9,123.2,51.9,56.9,16.4,2026,Growing,High Growth,11,Long-term (5-10yr),23678,2,4,4,66.7,59.9,55.6,Positive,True,24.99,Administration,57,9,67.6
3197,UAE,Sharjah,Secondary,Industrial,Retail & E-commerce,Large,Administrative & Support,Virtual Assistant,Manager,45-54,Female,Master,37,Full-time,66,72.1,100.0,91.0,58.3,74.1,75.3,Rarely,True,2019,Pre-AI,Managerial,100.0,100.0,100.0,75.9,0.0,8.9,87,17843.95,8,144470,5.1,60.5,57.8,100.0,75.7,138.1,66.5,49.6,30.0,2024,Stable,Declining,2,Medium-term (3-5yr),214804,5,4,3,85.5,61.7,97.9,Positive,True,978.38,Data Science,49,10,94.0
3198,UAE,Abu Dhabi,Major,Administrative,Finance & Banking,Large,Data & Analytics,Data Engineer,Junior,45-54,Non-binary,Master,27,Full-time,56,39.7,100.0,89.2,40.8,100.0,91.1,Hourly,True,2027,Scaling,Analytical,91.1,72.9,100.0,37.4,17.2,27.2,124,19978.94,6,108634,7.5,83.2,20.6,60.3,85.7,118.0,37.0,100.0,18.5,2029,High Growth,High Growth,10,Stable,135675,4,3,4,62.1,85.0,60.3,Very Positive,False,1501.08,Data Science,41,15,100.0
3199,UAE,Ras Al Khaimah,Secondary,Industrial,Retail & E-commerce,Small,Creative & Design,Graphic Designer,Entry,35-44,Male,Bachelor,14,Full-time,58,58.4,79.5,68.9,42.6,70.7,48.0,Monthly,False,2021,Scaling,Creative,62.5,50.1,59.7,51.9,34.2,42.7,62,1628.85,3,38055,16.4,61.4,38.6,86.7,53.3,121.7,42.7,72.8,30.3,2022,Declining,High Growth,6,Medium-term (3-5yr),52926,5,4,2,87.2,63.4,54.8,Neutral,False,4.65,Research,15,8,46.3
3200,India,Delhi NCT,Metro,Administrative,Manufacturing,Medium,Research & Development,Innovation Manager,Mid,35-44,Male,Bachelor,12,Contract,47,17.7,100.0,99.8,38.5,86.8,70.8,Never,True,2021,Scaling,Technical,68.3,63.8,94.6,48.0,27.0,16.7,69,1955.89,3,27223,0.9,83.9,4.0,81.6,85.5,122.0,45.8,76.3,16.6,2021,Growing,Stable,16,Long-term (5-10yr),25659,4,3,5,89.7,68.8,69.3,Very Positive,False,32.02,Marketing,10,11,72.1
3201,UAE,Dubai,Major,Financial Center,Transportation & Logistics,Large,Research & Development,Product Manager,Entry,25-34,Female,Bachelor,3,Full-time,10,33.3,100.0,77.5,45.4,89.6,94.4,Weekly,True,2021,Optimized,Technical,60.8,37.8,60.1,25.4,18.2,25.1,121,20370.93,0,29536,10.8,68.4,28.3,100.0,62.0,113.1,36.3,79.2,12.6,2026,Growing,High Growth,10,Stable,42192,3,5,4,81.8,93.8,35.6,Positive,False,887.43,Sales,46,12,100.0
3202,India,Maharashtra,Tier 1,Financial Center,Retail & E-commerce,Enterprise,Operations & Logistics,Fleet Manager,Lead,35-44,Male,High School,19,Full-time,32,51.2,82.4,85.5,39.9,82.0,79.0,Monthly,False,2019,Pre-AI,Manual,61.9,85.7,79.7,57.2,38.1,30.2,23,14171.76,4,57730,12.7,64.1,55.2,86.0,58.5,135.8,52.5,66.5,21.9,2022,Stable,High Growth,10,Stable,77270,3,3,3,83.7,78.2,43.6,Neutral,True,1072.24,Engineering,160,5,71.6
3203,UAE,Ras Al Khaimah,Secondary,Industrial,Healthcare,Medium,Operations & Logistics,Supply Chain Manager,Senior,25-34,Male,Bachelor,12,Full-time,28,24.7,74.0,91.2,13.6,46.9,62.5,Monthly,False,2019,Scaling,Manual,71.0,73.8,88.2,44.1,33.8,37.0,74,4973.23,3,95107,16.2,67.1,23.0,100.0,67.7,105.2,22.9,100.0,28.6,2022,Growing,Growing,16,Immediate,90332,3,4,3,89.6,100.0,43.0,Positive,False,18.58,Operations,38,5,56.2
3204,India,Tamil Nadu,Tier 1,Tech Hub,Transportation & Logistics,Medium,Sales & Marketing,Digital Marketing Specialist,Mid,25-34,Male,Bachelor,3,Part-time,21,63.4,100.0,74.4,54.1,69.0,62.5,Daily,True,2022,Scaling,Interpersonal,45.1,57.6,84.2,31.5,56.5,49.0,58,2855.85,0,22688,10.8,56.0,51.5,85.2,76.2,110.0,42.6,57.6,6.7,2022,Stable,High Growth,9,Medium-term (3-5yr),27254,4,2,3,100.0,57.3,56.8,Very Negative,True,42.41,Marketing,34,11,76.4
3205,India,Gujarat,Tier 1,Industrial,Technology,Small,Operations & Logistics,Fleet Manager,Entry,55-64,Female,High School,31,Contract,0,52.4,100.0,100.0,52.2,73.5,53.4,Never,False,2019,AI-Native,Manual,56.6,50.1,56.7,15.9,45.7,42.4,52,1546.71,7,21984,8.2,52.3,46.6,53.7,83.2,129.2,56.0,87.9,13.7,2025,Growing,Stable,16,Short-term (1-2yr),20616,4,3,4,86.2,69.9,43.4,Neutral,False,3.32,Sales,13,7,50.9
3206,India,Andhra Pradesh,Tier 2,Tech Hub,Technology,Large,Customer Service,Customer Experience Analyst,Director,25-34,Female,Master,19,Full-time,47,46.0,86.7,68.0,47.8,72.5,73.5,Daily,True,2019,Scaling,Interpersonal,100.0,98.7,90.1,51.2,9.4,11.2,102,7026.75,3,126432,11.9,57.7,38.1,98.8,74.4,125.1,59.7,53.1,16.7,2024,Growing,Stable,15,Stable,118738,3,4,4,75.1,85.4,59.4,Neutral,False,511.73,Administration,43,2,70.9
3207,India,Karnataka,Tier 1,Tech Hub,Professional Services,Enterprise,Data & Analytics,Data Scientist,Mid,35-44,Male,Master,15,Full-time,27,13.3,100.0,91.5,19.7,95.7,75.1,Daily,True,2019,Optimized,Analytical,93.2,74.2,84.3,92.7,0.0,0.0,102,12620.34,3,37630,7.8,84.6,12.4,100.0,76.9,150.0,45.5,99.2,32.6,2026,Growing,Growing,14,Medium-term (3-5yr),36659,1,4,5,85.5,83.9,50.9,Negative,True,2263.95,Design,176,12,100.0
3208,India,Delhi NCT,Metro,Administrative,Energy & Utilities,Large,Research & Development,Research Scientist,Mid,25-34,Female,Master,7,Full-time,46,24.3,100.0,67.5,18.0,89.8,89.8,Daily,True,2021,Early Adoption,Technical,68.2,74.3,100.0,75.8,0.0,20.2,41,8868.85,2,37637,11.9,59.8,27.5,96.5,68.8,123.9,28.2,78.4,32.3,2022,Stable,Stable,15,Long-term (5-10yr),43696,1,3,5,94.1,86.1,55.2,Neutral,False,254.41,Legal,35,13,87.8
3209,India,Delhi NCT,Metro,Administrative,Manufacturing,Startup,Administrative & Support,Document Specialist,Mid,18-24,Male,Master,0,Full-time,37,100.0,82.5,74.3,88.6,63.0,59.1,Weekly,False,2015,Early Adoption,Interpersonal,70.7,84.2,74.3,70.4,38.3,42.3,25,1056.98,2,28949,6.7,26.7,43.7,82.1,72.4,111.8,16.7,52.8,27.3,2030,Growing,Stable,6,Immediate,41934,3,2,3,85.6,49.9,72.3,Negative,False,0.38,Customer Support,11,5,69.8
3210,India,Uttar Pradesh,Tier 2,Mixed,Manufacturing,Medium,Research & Development,Research Scientist,Manager,25-34,Male,Master,16,Full-time,31,12.8,100.0,98.2,0.0,88.7,63.9,Weekly,False,2022,AI-Native,Managerial,90.1,94.5,95.8,68.9,15.6,32.6,25,3974.35,5,55109,17.7,81.0,9.0,99.0,50.0,114.2,39.7,90.7,35.0,2024,Growing,High Growth,18,Stable,64480,3,5,4,100.0,65.3,40.9,Neutral,False,41.01,Data Science,33,7,59.9
3211,India,Maharashtra,Tier 1,Financial Center,Technology,Large,Finance & Accounting,Controller,Lead,25-34,Male,Master,7,Full-time,63,39.5,100.0,88.2,17.9,69.0,100.0,Weekly,True,2021,AI-Native,Analytical,86.5,94.2,88.9,67.6,4.5,9.6,41,6941.1,1,72162,2.3,51.6,11.3,85.1,77.9,126.1,35.9,66.6,28.6,2030,High Growth,High Growth,12,Short-term (1-2yr),99534,4,2,5,98.4,66.5,63.1,Positive,False,723.09,Sales,81,13,100.0
3212,UAE,Dubai,Major,Financial Center,Media & Entertainment,Large,Research & Development,Research Scientist,Executive,55-64,Female,Master,40,Full-time,63,16.9,100.0,100.0,7.2,81.6,89.1,Daily,False,2020,AI-Native,Managerial,100.0,100.0,100.0,82.3,0.0,6.6,110,20311.92,9,380711,7.4,88.0,0.0,64.7,62.0,119.3,33.6,78.9,34.8,2020,Growing,High Growth,19,Short-term (1-2yr),339175,3,3,3,98.6,95.5,94.6,Positive,False,288.48,Finance,53,8,89.7
3213,UAE,Sharjah,Secondary,Industrial,Retail & E-commerce,Large,Creative & Design,Copywriter,Mid,35-44,Female,Bachelor,14,Full-time,48,68.7,62.0,72.6,65.1,68.8,100.0,Never,False,2020,Scaling,Creative,78.1,53.3,84.4,51.6,40.1,49.6,107,19090.2,4,70022,3.3,37.3,45.8,93.9,48.1,150.0,51.5,80.0,20.8,2020,Growing,Declining,8,Long-term (5-10yr),77253,4,4,4,76.5,92.0,51.0,Very Negative,False,1010.28,Design,83,11,92.4
3214,India,Uttarakhand,Tier 2,Mixed,Manufacturing,Small,Human Resources,Recruiter,Entry,55-64,Male,Associate,31,Full-time,19,68.9,100.0,64.3,43.3,62.5,54.3,Never,False,2024,AI-Native,Interpersonal,59.9,78.9,55.6,46.5,45.2,42.1,56,342.33,6,18491,8.2,57.8,70.6,44.3,73.3,134.9,33.6,66.3,13.0,2026,Growing,Declining,8,Immediate,21929,5,3,3,69.8,81.5,46.4,Positive,False,3.57,Human Resources,15,10,66.4
3215,India,Gujarat,Tier 1,Industrial,Professional Services,Medium,Sales & Marketing,Brand Manager,Senior,35-44,Male,Master,22,Full-time,24,19.5,100.0,90.6,15.3,86.0,57.2,Never,False,2020,Optimized,Interpersonal,100.0,88.0,89.5,67.7,0.8,10.7,92,171.55,4,54097,14.0,88.1,0.0,76.2,89.1,125.6,63.3,84.6,22.2,2020,Growing,Declining,17,Medium-term (3-5yr),49687,3,5,4,100.0,89.5,54.3,Positive,False,6.01,Operations,28,13,48.1
3216,India,Punjab,Tier 2,Mixed,Retail & E-commerce,Small,Operations & Logistics,Supply Chain Manager,Senior,25-34,Male,Associate,9,Full-time,31,43.5,93.3,100.0,33.7,68.3,46.8,Weekly,False,2026,Optimized,Manual,71.3,84.7,79.8,59.5,48.9,48.2,76,1243.5,1,29240,-1.9,55.8,34.4,100.0,69.2,133.0,37.1,72.9,26.4,2027,Stable,High Growth,15,Long-term (5-10yr),30675,3,4,2,81.3,58.8,36.0,Positive,False,3.13,Administration,17,5,31.1
3217,India,Delhi NCT,Metro,Administrative,Media & Entertainment,Enterprise,Customer Service,Technical Support Specialist,Director,25-34,Female,Bachelor,19,Part-time,61,57.9,81.2,89.2,44.4,77.5,91.0,Weekly,True,2021,Early Adoption,Managerial,75.3,100.0,86.6,83.0,0.0,9.4,78,15165.21,4,142481,10.2,62.1,50.5,100.0,60.3,131.2,22.3,71.6,34.3,2028,Growing,Declining,5,Medium-term (3-5yr),200028,5,4,4,97.1,100.0,77.2,Positive,True,2778.12,Finance,133,10,78.7
3218,India,Karnataka,Tier 1,Tech Hub,Government & Public Sector,Medium,Operations & Logistics,Warehouse Manager,Manager,35-44,Male,Master,25,Full-time,72,72.8,83.9,74.3,65.1,65.7,77.2,Monthly,False,2027,Optimized,Manual,100.0,100.0,100.0,60.7,29.4,20.2,4,3603.01,5,74519,8.0,52.3,46.5,81.2,66.6,150.0,31.3,57.8,30.6,2027,Growing,Stable,1,Medium-term (3-5yr),110851,4,4,5,90.7,72.2,43.4,Negative,False,57.78,Design,29,8,90.8
3219,UAE,Ajman,Secondary,Mixed,Manufacturing,Medium,Sales & Marketing,Content Strategist,Director,35-44,Male,Bachelor,30,Full-time,44,40.5,84.0,78.0,41.8,70.5,100.0,Rarely,True,2019,AI-Native,Managerial,93.8,100.0,100.0,80.4,15.8,22.3,76,7064.53,8,154235,10.4,50.5,31.9,85.8,53.7,139.4,41.7,80.8,32.8,2024,Growing,Growing,10,Long-term (5-10yr),211739,2,3,3,100.0,56.8,49.4,Positive,False,171.44,Human Resources,60,11,100.0
3220,India,Maharashtra,Tier 1,Financial Center,Healthcare,Startup,Finance & Accounting,Bookkeeper,Senior,45-54,Male,Master,27,Contract,18,91.9,78.2,75.9,79.2,68.5,60.5,Daily,False,2020,Early Adoption,Analytical,94.0,100.0,100.0,91.5,7.3,26.5,77,1283.07,8,53994,6.0,42.9,72.2,100.0,80.4,125.4,56.7,55.2,29.8,2028,Declining,Declining,7,Stable,64731,5,3,5,96.5,50.7,58.6,Positive,False,0.41,Engineering,7,9,51.2
3221,UAE,Abu Dhabi,Major,Administrative,Technology,Small,Research & Development,Research Associate,Junior,35-44,Male,Bachelor,10,Contract,12,36.1,100.0,100.0,36.7,83.0,72.2,Monthly,False,2025,AI-Native,Technical,51.3,60.5,77.1,75.9,17.8,21.1,77,2802.57,4,74461,6.5,67.6,29.9,90.8,82.5,121.6,62.0,98.9,36.7,2027,Growing,High Growth,15,Stable,71062,3,3,5,100.0,48.0,42.7,Negative,True,2.56,Finance,6,10,85.0
3222,India,Telangana,Tier 1,Tech Hub,Technology,Enterprise,Creative & Design,Video Editor,Junior,35-44,Male,Master,7,Full-time,25,44.4,100.0,94.3,49.6,81.4,100.0,Daily,False,2027,Pre-AI,Creative,78.6,52.2,74.0,36.5,47.6,32.1,91,16307.78,1,23114,7.7,54.8,19.3,78.7,71.2,125.1,33.8,76.3,12.2,2027,Growing,Declining,18,Long-term (5-10yr),24211,4,4,3,88.1,70.6,70.0,Neutral,False,3019.96,Administration,94,10,100.0
3223,India,Karnataka,Tier 1,Tech Hub,Technology,Enterprise,Operations & Logistics,Procurement Specialist,Lead,25-34,Female,Bachelor,9,Freelance,0,53.5,85.9,88.8,29.8,85.3,99.3,Daily,True,2025,Early Adoption,Manual,83.9,86.0,98.4,57.1,12.7,22.8,93,15239.91,3,70553,7.5,68.6,33.6,95.8,71.9,122.4,51.1,88.0,17.0,2028,Growing,Growing,11,Short-term (1-2yr),91679,5,3,4,100.0,62.0,39.2,Very Positive,False,3508.96,Operations,106,14,92.1
3224,India,Tamil Nadu,Tier 1,Tech Hub,Media & Entertainment,Medium,Sales & Marketing,Account Manager,Manager,18-24,Male,Bachelor,11,Gig,6,51.0,100.0,71.6,41.0,91.0,40.1,Rarely,False,2016,Early Adoption,Interpersonal,84.2,85.5,92.2,36.7,22.5,22.6,60,2892.83,3,76507,10.5,63.6,8.4,94.3,74.5,108.4,20.3,63.1,16.8,2023,Growing,Declining,11,Short-term (1-2yr),84788,4,3,4,74.4,51.6,56.9,Very Positive,False,13.36,Customer Support,11,9,41.2
3225,India,Maharashtra,Tier 1,Financial Center,Retail & E-commerce,Medium,Creative & Design,Graphic Designer,Lead,35-44,Non-binary,Master,17,Freelance,28,40.6,92.5,89.7,30.4,90.1,80.6,Rarely,True,2022,Optimized,Creative,90.2,89.8,100.0,74.0,0.0,18.6,57,3351.58,3,63297,9.7,46.7,44.9,100.0,65.5,123.2,33.9,94.4,24.3,2026,Stable,Declining,8,Medium-term (3-5yr),71169,5,2,4,100.0,62.5,63.9,Positive,False,53.15,Engineering,16,15,83.0
